static_case,month,outlet_id,static_price,static_demand,static_profit,opt_price,opt_demand,opt_profit,profit_diff_abs,profit_diff_pct_vs_static
global,January,OUT010,299.6197916666667,10.213153811153074,834.4845598189379,264.0,13.0,943.969812411814,109.48525259287612,13.120105255947657
global,January,OUT013,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,January,OUT017,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,January,OUT018,299.6197916666667,15.880548553980582,1852.460822818377,313.0,15.0,1868.9500623469107,16.489239528533744,0.890126221587058
global,January,OUT019,299.6197916666667,10.213153811153074,834.4845598189379,264.0,13.0,943.969812411814,109.48525259287612,13.120105255947657
global,January,OUT027,299.6197916666667,18.983680508984197,2409.8447380903026,320.0,17.0,2452.349385130396,42.50464704009346,1.7637919310011876
global,January,OUT035,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,January,OUT045,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,January,OUT046,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,January,OUT049,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,February,OUT010,299.6197916666667,10.213153811153074,834.4845598189379,264.0,13.0,943.969812411814,109.48525259287612,13.120105255947657
global,February,OUT013,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,February,OUT017,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,February,OUT018,299.6197916666667,15.880548553980582,1852.460822818377,313.0,15.0,1868.9500623469107,16.489239528533744,0.890126221587058
global,February,OUT019,299.6197916666667,10.213153811153074,834.4845598189379,264.0,13.0,943.969812411814,109.48525259287612,13.120105255947657
global,February,OUT027,299.6197916666667,18.983680508984197,2409.8447380903026,320.0,17.0,2452.349385130396,42.50464704009346,1.7637919310011876
global,February,OUT035,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,February,OUT045,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,February,OUT046,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,February,OUT049,299.6197916666667,15.883226149487378,1852.9417719654753,302.5,16.0,1854.4391823042652,1.497410338789905,0.0808125954870969
global,March,OUT010,299.6197916666667,15.602922922767348,1802.593764778529,313.875,15.0,1818.1263006063891,15.532535827860102,0.8616769974109206
global,March,OUT013,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,March,OUT017,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,March,OUT018,299.6197916666667,21.270317665594856,2820.5700277779683,320.0,20.0,3015.669925717851,195.0998979398828,6.917037904340974
global,March,OUT019,299.6197916666667,15.602922922767348,1802.593764778529,313.875,15.0,1818.1263006063891,15.532535827860102,0.8616769974109206
global,March,OUT027,299.6197916666667,24.37344962059847,3377.9539430498935,320.0,23.0,3601.2703516760794,223.31640862618588,6.610996253683599
global,March,OUT035,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,March,OUT045,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,March,OUT046,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,March,OUT049,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,April,OUT010,299.6197916666667,15.602922922767348,1802.593764778529,313.875,15.0,1818.1263006063891,15.532535827860102,0.8616769974109206
global,April,OUT013,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,April,OUT017,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,April,OUT018,299.6197916666667,21.270317665594856,2820.5700277779683,320.0,20.0,3015.669925717851,195.0998979398828,6.917037904340974
global,April,OUT019,299.6197916666667,15.602922922767348,1802.593764778529,313.875,15.0,1818.1263006063891,15.532535827860102,0.8616769974109206
global,April,OUT027,299.6197916666667,24.37344962059847,3377.9539430498935,320.0,23.0,3601.2703516760794,223.31640862618588,6.610996253683599
global,April,OUT035,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
global,April,OUT045,299.6197916666667,21.272995261101652,2821.0509769250666,320.0,20.0,2982.4342970536113,161.3833201285447,5.720680748011573
